SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks
397,2015-06-05,Delhivery,Logistics,E-Commerce Logistics,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,22500000,Series D
1636,2015-06-05,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,Norwest Venture Partners,Private Equity,15000000,Series B
320,2015-06-07,ConfirmtTkt,Consumer Internet,Rail Ticket Confirmation predictor,Bangalore,Pravin Agarwala & others,Seed Funding,16600,
1232,2015-06-07,Paper Boat,FMCG,Ethnic Beverages manufacturer,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,500000,Series B
897,2015-06-08,Klozee,E-Commerce,Luxury Apparel rental,Bangalore,Tracxn Labs,Seed Funding,500000,
1316,2015-06-08,Practo,Consumer Internet,Online Healthcare platform,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000,Series C
1886,2015-06-08,Wetravelsolo,Others,Travel community platform,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,285000,
221,2015-06-10,Burger Singh,Consumer Internet,QSR & Online delivery portal,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,260000,Bridge Round
1885,2015-06-10,Welcome Cure,Healthcare,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,250000,Pre-Series A
1917,2015-06-10,WorkIndia,Consumer Internet,Online Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,22500000,Pre-Series A
1305,2015-06-11,POPxo.com,Consumer Internet,Digital Media publication for women,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2800000,Series A
1466,2015-06-11,SatvaCart,E-Commerce,Online Grocers,Gurgaon,Undisclosed HNIs,Private Equity,700000,Pre-Series A Bridge
1576,2015-06-11,SparesHub,E-Commerce,Online Vehicle Spare Parts etailer,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,16600,Pre-Series A
1957,2015-06-11,Yuvi Hospitality,Others,Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,6000000,Series A
736,2015-06-15,Homelane,Consumer Internet,Home Furnishing Solutions,Bangalore,Sequoia Capital,Private Equity,250000,Series B
1513,2015-06-15,Shippr,Consumer Internet,Intra-City Logistics service,Bangalore,i2india Pvt Ltd,Seed Funding,330000,
333,2015-06-16,CouponRaja,Consumer Internet,Online Coupon & comparison platform,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,22500000,
120,2015-06-17,Babychakra,Consumer Internet,Parenting and Child Care portal,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,330000,
233,2015-06-18,CAKART.in,Education,Online Education Marketplace,Bangalore,Sunil Maheshwari & group of investors,Seed Funding,250000,
568,2015-06-18,Fracktal Works,Technology,3D Printer Manufacturer,Bangalore,Neoteric Infomatique Limited,Private Equity,3000000,Series A
707,2015-06-18,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,15000000,Series A
589,2015-06-19,FundsIndia.com,Finance,Financial Services Platform,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000,Series C
369,2015-06-20,Cupick,Consumer Internet,Social Network for Artists,Bangalore,Group of Angel Investors from US-India,Seed Funding,6000000,
1725,2015-06-20,Tracxn,Others,Indian Startup ecosystem trends analyzer & funding platform,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,6000000,Series A
730,2015-06-21,Holachef,Consumer Internet,Consumer Internet,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1200000,Series A
127,2015-06-22,Banihal,Consumer Internet,Algorithmic Match Making Platform,New Delhi,Dr David Cheriton,Seed Funding,250000,
138,2015-06-22,belong,Consumer Internet,Data Driven recruitment recommendation,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,250000,Series A
1834,2015-06-22,Vidgyor,Others,Video Advertisement Platform,Bangalore,AngelPrime,Seed Funding,1000000,
451,2015-06-23,EduKart,Education,Online education marketplace,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,3000000,Series A
706,2015-06-23,Healthians.com,Consumer Internet,Health Test Discovery & Ordering service,Hyderabad,YouWeCan Ventures,Seed Funding,1750000,
797,2015-06-24,Indix,Technology,SaaS product intelligence platform,Pune,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,330000,Series C
914,2015-06-24,LabInApp,Education,Science Learning App,Bangalore,Unitus Seed Fund,Seed Funding,2800000,
1421,2015-06-24,Retention.ai,Technology,App Analytics platform,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000,
1537,2015-06-24,Sigrid Education,Education,Online Education Platform,Noida,Oliphans Capital,Seed Funding,22500000,
1643,2015-06-24,Syona Cosmetics,Others,Beauty and Wellness platform,Chennai,Chennai Angels,Seed Funding,700000,
1683,2015-06-24,The Porter,Logistics,Logistics Tech,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,1000000,Series A
1999,2015-06-25,Zinka,Logistics,Freight logistics platform,Bangalore,"Accel Partners, Flipkart",Private Equity,100000,Series A
345,2015-06-26,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,300000,Series A
41,2015-06-29,AdWyze,Consumer Internet,Marketing - Advertising Automation platform,Bangalore,Mape Advisory,Seed Funding,325000,
1603,2015-06-29,StayGlad,Consumer Internet,Beauty services Mobile Marketplace,Bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,150000,
1798,2015-06-29,UrbanClap,Consumer Internet,Hyperlocal On-Demand Household Services platform,New Delhi,"SAIF Partners,?ò Accel Partners",Private Equity,1200000,Series A
1996,2015-06-29,Zimmber,Others,Hyperlocal Handyman Services,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,1750000,
17,2015-06-30,aagaar.com,E-Commerce,Hyperlocal grocery delivery,Gurgaon,Group of Investors,Seed Funding,825000,
222,2015-06-30,Buttercups,E-Commerce,Women Intimate Wear eTailer,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,470000,
540,2015-06-30,Flatchat,Consumer Internet,Flat rental Mobile App,Bangalore,Commonfloor,Private Equity,1000000,Strategic Funding
1106,2015-06-30,MyCFO,Finance,Wealth Management Platform,Mumbai,Sameer Koticha,Private Equity,16600,Series A
1378,2015-06-30,RailYatri,Consumer Internet,Railways Information Mobile app,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,825000,Pre-Series A
495,2015-07-01,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"Devesh Sachdev, Ashish Tiwari",Seed Funding,5000000,Valuation at $4M
990,2015-07-04,LogiNext,Logistics,End-to-end Logistics platform,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,16600,
1324,2015-07-04,PressPlay TV,Consumer Internet,Video Content Discovery Platform,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,150000,
1327,2015-07-04,Pricejugaad,Consumer Internet,Price Comparison,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,2800000,
1368,2015-07-04,Quikr,Consumer Internet,Classified Listings platform,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,260000,Series G (Check prev funding details here)
205,2015-07-05,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Mayfield Ventures,Private Equity,700000,Series A
1712,2015-07-05,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,"Fidelity Growth Partners India, SAIF Partners,?ò Helion Ventures",Private Equity,8200000,Series B
1785,2015-07-05,Uniphore,Technology,Speech Recognition Solutions,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,470000,Series A
1820,2015-07-05,Vedantu,Consumer Internet,Online Education Platform,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,150000,Series A
793,2015-07-07,IndiaLends,Finance,Financial Tech,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,50000000,Pre-Series A
1927,2015-07-07,Wudstay,Consumer Internet,Budget Accommodation aggregator,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,20000000,Series A
257,2015-07-08,Carlü??s Jr,Others,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,3000000,
616,2015-07-08,GIBSS,Technology,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,1000000,Series A
1616,2015-07-08,StoreMore.in,Technology,Self-Storage Spaces,Noida,Bedrock Ventures,Seed Funding,260000,
1342,2015-07-09,Prozo,E-Commerce,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,1000000,
1458,2015-07-09,Sahayog Dairy,FMCG,Dairy Based Product Manufacturer,Others,Acumen Fund,Private Equity,2800000,Series A
1949,2015-07-09,YouthKiAwaaz,Consumer Internet,Community Driven News-Views Platform,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,250000,
2015,2015-07-09,Zomato,Consumer Internet,Restaurant Reviews,Gurgaon,"Temasek, Vy Capital",Private Equity,21500000,Late Stage
632,2015-07-10,GoJavas,Logistics,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,500000,Strategic Funding (Series C)
1472,2015-07-10,Scandid,Consumer Internet,Product Shopping Comparison App,Pune,Micromax Informatics,Private Equity,150000,Strategic Funding
1475,2015-07-10,SchoolGuru,Education,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,15000000,Series A
1592,2015-07-10,Stalk Buy Love,E-Commerce,Fashion Apparel eTailer,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,5000000,Series A
330,2015-07-12,Coolshare,Consumer Internet,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,600000,
380,2015-07-12,Customfurnish,E-Commerce,Custom Made furniture e-tailer,Hyderabad,Agnus Capital,Private Equity,3000000,Series A
925,2015-07-12,Leaf Wearables,Technology,Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,6000000,
1846,2015-07-12,Vlurn,Education,eLearning platform,Mumbai,Vidyadhar Sarfare,Seed Funding,600000,
1976,2015-07-12,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,Blume Ventures,Private Equity,50000000,Pre-Series A
71,2015-07-13,Ameyo,Technology,Contact Center Software Platform,Gurgaon,Forum Synergies PE Fund,Private Equity,285000,Series A
1467,2015-07-13,SatvaCart,E-Commerce,Online Grocers,Gurgaon,Palaash Ventures,Seed Funding,300000,
681,2015-07-14,HackerRank,Consumer Internet,Tech Recruitment platform,Bangalore,HR Technology fund,Private Equity,300000,Series C
1895,2015-07-14,WickedRide,Consumer Internet,Bike Rental Platform,Bangalore,Undisclosed,Seed Funding,1200000,
1925,2015-07-14,WoWexpress,Logistics,Tech enabled logistics platform,Mumbai,Tamarind Family Private Trust,Seed Funding,5000000,
1979,2015-07-14,Zenify.in,Consumer Internet,Residential Rental management platform,Bangalore,Atul Jalan,Seed Funding,1000000,
1074,2015-07-15,Mobikon,Technology,Hotel Mobile CRM Software platform,Pune,Jungle Ventures,Private Equity,21500000,Series B
1223,2015-07-15,Oyo Rooms,Consumer Internet,Online Branded Budget Room Booking Service,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000,Series B
1432,2015-07-15,Roadrunnr,Logistics,Hyper local logistics platform,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,16600,Series A
1199,2015-07-17,Omnikart,E-Commerce,Industrial Supplies B2B E-Commerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,300000,
1371,2015-07-17,QuikWallet,Technology,F&B sector Mobile Payment platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,250000,Follow on Funding
823,2015-07-20,Innoviti,Technology,Payment Solutions platform,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,150000,Series A
2009,2015-07-20,Zo Rooms,Consumer Internet,Online budget hotel chain,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,50000000,No confirmation
1984,2015-07-21,ZenRadius,Consumer Internet,Online Hiring Platform,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,100000,
395,2015-07-22,deGustibus,Others,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,825000,Late Stage
847,2015-07-22,Iqlect,Technology,Big Data & Analytics platform,Bangalore,Exfinity Venture Partners,Private Equity,15000000,Series A
733,2015-07-23,HolidayIQ,Consumer Internet,Travel information portal,Bangalore,MakeMyTrip,Private Equity,500000,Strategic Investment
762,2015-07-23,iCrushiFlush,Consumer Internet,Casual Dating App,Mumbai,IDG Ventures India,Seed Funding,825000,
1036,2015-07-23,MedGenome,Healthcare,Clinical Genomics Provider,Bangalore,Sequoia Capital,Private Equity,500000,Series B
1369,2015-07-23,Quikr,Consumer Internet,Classified Listings platform,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,3000000,Late Stage
351,2015-07-25,CredR,E-Commerce,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,1000000,Series A
1519,2015-07-25,Shopatplaces,E-Commerce,Ethnic- Traditional Fashion Store,New Delhi,Indian Angel Network,Seed Funding,50000000,
986,2015-07-27,Locus,Technology,Logistics Automation Platform,Bangalore,"growX ventures,?ò Manish Singhal",Seed Funding,100000000,
548,2015-07-28,Flipkart.com,E-Commerce,E-Commerce Marketplace,Bangalore,Steadview Capital and existing investors,Private Equity,1000000,"Late Stage, 10th Round More here"
1208,2015-07-28,Opinio,Consumer Internet,Last Mile Delivery Service,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,500000,
1254,2015-07-28,Pepperfry,E-Commerce,Furniture eTailer,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,250000,Series D
2011,2015-07-28,Zoctr,Healthcare,healthcare aggregator platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,3000000,
1997,2015-07-29,Zimmber,Others,Hyperlocal Handyman Services,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,?ò Mohandas Pai",Private Equity,100000000,Series A
2024,2015-07-29,Zovi.com - Little App,Consumer Internet,Hyperlocal Deals Marketplace,Bangalore,"Paytm, SAIF Partners,?ò Tiger Global Management & others",Private Equity,50000000,Series A
259,2015-07-30,Cartisan,Consumer Internet,On-Demand Car services App,Bangalore,"YouWeCan Ventures,?ò Aprameya Radhakrishna",Seed Funding,2800000,
1010,2015-07-30,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,50000000,
1167,2015-07-30,Noodle Play,Consumer Internet,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,100000000,
1283,2015-07-30,Pipa Bella,E-Commerce,Online Jewelry Store,Mumbai,LionRock Capital,Private Equity,50000000,Pre-Series A
1319,2015-07-30,Pragmatix,Technology,Business intelligence & Analytics,Mumbai,SIDBI Venture Capital Ltd,Private Equity,4500000,Series A
1868,2015-07-30,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,B S Nagesh,Private Equity,700000,Pre-Series A
922,2015-07-31,LazyLad,E-Commerce,Hyperlocal Grocery App,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,6000000,pre-Series A
1339,2015-07-31,Prothom,Others,Hasbro Toy Manufacturer,Pune,Oliphabs Capital,Private Equity,16600,Series A
524,2015-08-04,FirstCry.com,E-Commerce,Kids Focused eTailer,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,?ò SAIF Partners, Vertex Ventures",Private Equity,250000,"Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)"
1076,2015-08-04,Mobikwik,Consumer Internet,Digital Wallet platform,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,1750000,Series B
1189,2015-08-04,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,150000,Series E (Updated from 315M to 400M after Press Release)
